,obstacle_positions
25610,"[[1, 57, -1, 55], [2, 4, 0, 2], [1, 126, -1, 124], [0, 271, -2, 269], [0, 294, -2, 292], [1, 113, -1, 111], [0, 163, -2, 161], [2, 152, 0, 150], [2, 102, 0, 100]]"
25611,"[[4, 143, 2, 141], [4, 32, 2, 30], [8, 135, 6, 133]]"
25612,"[[3, 129, 1, 127], [0, 288, -2, 286], [0, 201, -2, 199], [2, 295, 0, 293], [4, 29, 2, 27]]"
25613,"[[2, 154, 0, 152], [1, 224, -1, 222], [0, 297, -2, 295], [0, 5, -2, 3], [1, 94, -1, 92], [4, 265, 2, 263], [5, 54, 3, 52], [3, 97, 1, 95], [3, 257, 1, 255], [4, 166, 2, 164]]"
25614,"[[2, 51, 0, 49], [2, 175, 0, 173]]"
25615,"[[1, 77, -1, 75], [0, 107, -2, 105], [0, 23, -2, 21], [2, 250, 0, 248], [2, 35, 0, 33], [0, 95, -2, 93]]"
25616,"[[4, 22, 2, 20], [1, 243, -1, 241], [2, 2, 0, 0], [3, 237, 1, 235], [3, 16, 1, 14], [10, 87, 8, 85], [5, 40, 3, 38], [12, 82, 10, 80], [9, 157, 7, 155], [3, 105, 1, 103]]"
25617,"[[5, 128, 3, 126], [6, 169, 4, 167], [3, 44, 1, 42], [6, 124, 4, 122], [5, 286, 3, 284], [6, 80, 4, 78]]"
25618,"[[6, 175, 4, 173], [8, 152, 6, 150], [15, 269, 13, 267], [18, 267, 16, 265], [4, 40, 2, 38], [8, 174, 6, 172], [3, 77, 1, 75], [18, 235, 16, 233], [9, 46, 7, 44]]"
25619,"[[0, 295, -2, 293], [1, 76, -1, 74], [2, 77, 0, 75], [3, 196, 1, 194], [0, 208, -2, 206], [3, 193, 1, 191], [3, 221, 1, 219], [0, 66, -2, 64]]"
25620,"[[6, 22, 4, 20], [7, 132, 5, 130], [13, 131, 11, 129], [5, 109, 3, 107], [1, 158, -1, 156], [13, 40, 11, 38]]"
25621,"[[3, 300, 1, 298]]"
25622,"[[19, 214, 17, 212], [13, 192, 11, 190], [16, 85, 14, 83], [0, 230, -2, 228], [0, 112, -2, 110], [5, 233, 3, 231], [4, 276, 2, 274]]"
25623,"[[5, 53, 3, 51]]"
25624,"[[6, 208, 4, 206], [12, 259, 10, 257], [7, 239, 5, 237], [2, 188, 0, 186], [10, 25, 8, 23], [6, 55, 4, 53], [8, 211, 6, 209], [1, 31, -1, 29]]"
25625,"[[10, 280, 8, 278], [14, 188, 12, 186], [7, 186, 5, 184], [6, 100, 4, 98], [14, 100, 12, 98], [14, 96, 12, 94], [6, 170, 4, 168], [6, 210, 4, 208], [15, 168, 13, 166]]"
25626,[]
25627,"[[2, 287, 0, 285], [6, 139, 4, 137]]"
25628,"[[6, 280, 4, 278], [1, 123, -1, 121], [3, 193, 1, 191], [2, 227, 0, 225], [4, 251, 2, 249]]"
25629,"[[2, 225, 0, 223], [6, 133, 4, 131], [5, 297, 3, 295]]"
25630,"[[3, 235, 1, 233], [6, 104, 4, 102], [7, 56, 5, 54], [6, 292, 4, 290], [8, 141, 6, 139], [2, 86, 0, 84], [8, 197, 6, 195], [3, 161, 1, 159], [5, 149, 3, 147]]"
25631,"[[2, 145, 0, 143], [4, 83, 2, 81]]"
25632,"[[9, 279, 7, 277], [4, 143, 2, 141], [13, 171, 11, 169], [0, 202, -2, 200], [4, 224, 2, 222], [11, 208, 9, 206], [2, 203, 0, 201]]"
25633,[]
25634,[]
25635,"[[1, 254, -1, 252], [2, 27, 0, 25], [0, 246, -2, 244], [0, 262, -2, 260], [1, 40, -1, 38]]"
25636,"[[0, 138, -2, 136], [0, 166, -2, 164]]"
25637,"[[0, 32, -2, 30], [8, 249, 6, 247], [9, 292, 7, 290]]"
25638,[]
25639,"[[1, 254, -1, 252], [2, 85, 0, 83]]"
25640,"[[2, 270, 0, 268], [0, 191, -2, 189]]"
25641,"[[8, 185, 6, 183], [10, 22, 8, 20], [5, 137, 3, 135], [9, 224, 7, 222], [1, 162, -1, 160], [4, 159, 2, 157], [1, 212, -1, 210], [11, 107, 9, 105], [6, 113, 4, 111], [2, 81, 0, 79]]"
25642,"[[4, 33, 2, 31], [5, 221, 3, 219], [13, 81, 11, 79], [1, 94, -1, 92], [10, 59, 8, 57], [9, 212, 7, 210], [0, 166, -2, 164], [9, 242, 7, 240], [0, 279, -2, 277], [11, 52, 9, 50]]"
25643,"[[6, 274, 4, 272], [4, 37, 2, 35], [0, 277, -2, 275]]"
25644,"[[3, 79, 1, 77], [0, 252, -2, 250]]"
25645,"[[0, 194, -2, 192], [1, 49, -1, 47], [2, 39, 0, 37], [0, 155, -2, 153], [2, 117, 0, 115], [2, 121, 0, 119], [2, 28, 0, 26], [1, 152, -1, 150], [1, 93, -1, 91], [0, 24, -2, 22]]"
25646,"[[6, 182, 4, 180], [7, 108, 5, 106], [9, 207, 7, 205], [13, 279, 11, 277], [4, 28, 2, 26], [8, 286, 6, 284]]"
25647,"[[5, 297, 3, 295]]"
25648,"[[2, 236, 0, 234], [8, 219, 6, 217], [9, 275, 7, 273], [5, 237, 3, 235], [2, 206, 0, 204], [0, 243, -2, 241], [8, 216, 6, 214], [5, 98, 3, 96]]"
25649,"[[7, 120, 5, 118], [15, 162, 13, 160], [9, 14, 7, 12], [13, 288, 11, 286], [14, 146, 12, 144]]"
25650,"[[5, 275, 3, 273], [10, 81, 8, 79], [3, 32, 1, 30], [3, 299, 1, 297], [9, 65, 7, 63]]"
25651,"[[3, 238, 1, 236], [2, 192, 0, 190], [5, 183, 3, 181], [0, 18, -2, 16], [1, 166, -1, 164], [6, 110, 4, 108], [4, 270, 2, 268]]"
25652,"[[2, 185, 0, 183], [3, 57, 1, 55], [1, 199, -1, 197], [1, 172, -1, 170]]"
25653,"[[15, 166, 13, 164], [5, 42, 3, 40], [0, 100, -2, 98], [14, 210, 12, 208]]"
25654,"[[3, 265, 1, 263], [9, 30, 7, 28], [6, 133, 4, 131]]"
25655,"[[10, 144, 8, 142], [14, 252, 12, 250], [4, 7, 2, 5], [13, 221, 11, 219], [4, 65, 2, 63], [10, 9, 8, 7], [12, 261, 10, 259], [12, 80, 10, 78], [1, 228, -1, 226]]"
25656,"[[3, 181, 1, 179], [4, 142, 2, 140], [7, 295, 5, 293], [4, 111, 2, 109], [8, 252, 6, 250], [3, 84, 1, 82], [1, 193, -1, 191], [0, 150, -2, 148], [4, 50, 2, 48]]"
25657,"[[7, 101, 5, 99]]"
25658,"[[2, 152, 0, 150], [2, 201, 0, 199], [2, 106, 0, 104], [1, 70, -1, 68], [3, 244, 1, 242], [4, 149, 2, 147]]"
25659,"[[6, 242, 4, 240], [0, 231, -2, 229], [5, 148, 3, 146]]"
25660,[]
25661,"[[4, 10, 2, 8], [2, 243, 0, 241], [0, 224, -2, 222], [4, 21, 2, 19], [5, 216, 3, 214], [5, 283, 3, 281], [2, 182, 0, 180], [3, 248, 1, 246]]"
25662,[]
25663,"[[1, 71, -1, 69], [0, 36, -2, 34], [0, 297, -2, 295]]"
25664,"[[0, 64, -2, 62], [8, 120, 6, 118], [7, 46, 5, 44], [13, 194, 11, 192], [6, 212, 4, 210], [1, 195, -1, 193], [13, 250, 11, 248], [9, 158, 7, 156], [5, 22, 3, 20], [1, 207, -1, 205]]"
25665,"[[6, 9, 4, 7], [9, 293, 7, 291], [2, 41, 0, 39], [3, 267, 1, 265]]"
25666,"[[1, 114, -1, 112]]"
25667,"[[0, 125, -2, 123], [1, 254, -1, 252], [0, 117, -2, 115], [3, 90, 1, 88], [1, 237, -1, 235], [3, 104, 1, 102], [3, 89, 1, 87], [3, 188, 1, 186], [3, 166, 1, 164]]"
25668,"[[0, 220, -2, 218]]"
25669,"[[5, 88, 3, 86], [12, 23, 10, 21], [9, 33, 7, 31], [13, 201, 11, 199], [6, 281, 4, 279], [10, 277, 8, 275]]"
25670,"[[3, 37, 1, 35], [1, 64, -1, 62], [5, 274, 3, 272], [3, 284, 1, 282], [4, 189, 2, 187], [0, 174, -2, 172]]"
25671,"[[1, 116, -1, 114], [3, 38, 1, 36], [3, 93, 1, 91], [0, 167, -2, 165], [0, 114, -2, 112], [2, 212, 0, 210]]"
25672,"[[3, 106, 1, 104], [1, 27, -1, 25], [0, 184, -2, 182]]"
25673,"[[11, 119, 9, 117]]"
25674,"[[9, 212, 7, 210], [14, 207, 12, 205], [12, 134, 10, 132], [5, 247, 3, 245], [12, 227, 10, 225]]"
25675,"[[10, 177, 8, 175], [11, 299, 9, 297], [0, 293, -2, 291], [3, 45, 1, 43], [1, 299, -1, 297]]"
25676,"[[11, 172, 9, 170], [3, 114, 1, 112], [9, 186, 7, 184], [15, 71, 13, 69], [6, 69, 4, 67], [15, 300, 13, 298], [10, 128, 8, 126]]"
25677,"[[6, 201, 4, 199]]"
25678,"[[0, 66, -2, 64], [6, 289, 4, 287], [7, 57, 5, 55], [7, 59, 5, 57], [1, 115, -1, 113], [7, 184, 5, 182], [7, 288, 5, 286]]"
25679,"[[5, 135, 3, 133], [10, 227, 8, 225], [0, 6, -2, 4], [0, 34, -2, 32], [8, 225, 6, 223], [1, 210, -1, 208], [2, 184, 0, 182], [19, 260, 17, 258], [6, 135, 4, 133], [19, 232, 17, 230]]"
25680,"[[10, 114, 8, 112]]"
25681,"[[12, 274, 10, 272], [11, 277, 9, 275], [11, 259, 9, 257], [10, 30, 8, 28], [0, 30, -2, 28], [0, 46, -2, 44], [10, 150, 8, 148], [8, 214, 6, 212], [13, 285, 11, 283]]"
25682,"[[5, 160, 3, 158], [3, 206, 1, 204], [2, 184, 0, 182], [8, 221, 6, 219], [0, 284, -2, 282]]"
25683,"[[2, 266, 0, 264], [3, 181, 1, 179], [2, 45, 0, 43], [10, 108, 8, 106]]"
25684,"[[3, 194, 1, 192]]"
25685,"[[4, 227, 2, 225], [3, 262, 1, 260], [3, 50, 1, 48], [12, 16, 10, 14], [10, 12, 8, 10], [12, 294, 10, 292], [10, 89, 8, 87], [6, 221, 4, 219], [7, 7, 5, 5], [12, 276, 10, 274]]"
25686,"[[3, 286, 1, 284], [1, 262, -1, 260], [6, 240, 4, 238], [4, 79, 2, 77], [3, 65, 1, 63], [0, 284, -2, 282], [7, 252, 5, 250], [1, 230, -1, 228]]"
25687,"[[7, 134, 5, 132], [14, 85, 12, 83], [4, 267, 2, 265], [17, 281, 15, 279], [16, 263, 14, 261], [2, 184, 0, 182], [16, 49, 14, 47], [13, 256, 11, 254], [11, 277, 9, 275]]"
25688,"[[5, 133, 3, 131], [9, 249, 7, 247], [8, 186, 6, 184], [6, 288, 4, 286], [12, 39, 10, 37], [4, 15, 2, 13], [8, 22, 6, 20], [4, 267, 2, 265]]"
25689,"[[0, 23, -2, 21]]"
25690,"[[4, 180, 2, 178], [6, 125, 4, 123], [5, 125, 3, 123], [6, 168, 4, 166], [0, 258, -2, 256], [0, 166, -2, 164], [2, 25, 0, 23], [6, 239, 4, 237]]"
25691,"[[7, 254, 5, 252]]"
25692,"[[2, 112, 0, 110], [3, 23, 1, 21], [2, 17, 0, 15], [1, 264, -1, 262], [2, 294, 0, 292], [4, 261, 2, 259], [3, 244, 1, 242], [1, 69, -1, 67], [1, 134, -1, 132]]"
25693,"[[4, 61, 2, 59], [8, 299, 6, 297], [7, 287, 5, 285], [8, 123, 6, 121], [3, 160, 1, 158]]"
25694,"[[11, 92, 9, 90], [12, 222, 10, 220], [4, 49, 2, 47]]"
25695,"[[3, 199, 1, 197], [0, 65, -2, 63], [1, 150, -1, 148], [3, 96, 1, 94], [3, 48, 1, 46], [0, 210, -2, 208], [1, 298, -1, 296], [0, 258, -2, 256], [2, 178, 0, 176]]"
25696,"[[0, 135, -2, 133], [5, 263, 3, 261], [4, 208, 2, 206], [8, 120, 6, 118]]"
25697,"[[2, 271, 0, 269], [2, 57, 0, 55], [3, 91, 1, 89], [1, 277, -1, 275], [1, 101, -1, 99], [2, 98, 0, 96], [0, 252, -2, 250]]"
25698,"[[2, 12, 0, 10], [7, 107, 5, 105]]"
25699,"[[2, 119, 0, 117], [4, 276, 2, 274], [4, 85, 2, 83], [4, 296, 2, 294], [11, 277, 9, 275], [13, 197, 11, 195], [6, 79, 4, 77], [6, 203, 4, 201]]"
25700,"[[12, 60, 10, 58], [1, 29, -1, 27], [4, 252, 2, 250], [3, 78, 1, 76], [5, 219, 3, 217], [9, 173, 7, 171]]"
25701,[]
25702,"[[1, 172, -1, 170], [2, 250, 0, 248], [8, 210, 6, 208], [3, 236, 1, 234], [5, 180, 3, 178], [0, 98, -2, 96]]"
25703,"[[3, 249, 1, 247], [1, 15, -1, 13], [0, 49, -2, 47], [0, 245, -2, 243], [1, 49, -1, 47]]"
25704,[]
25705,"[[9, 186, 7, 184], [8, 189, 6, 187], [10, 174, 8, 172], [12, 68, 10, 66]]"
25706,"[[0, 186, -2, 184], [2, 169, 0, 167], [0, 98, -2, 96], [0, 263, -2, 261], [3, 225, 1, 223], [3, 24, 1, 22], [0, 273, -2, 271], [0, 296, -2, 294]]"
25707,"[[0, 96, -2, 94], [13, 49, 11, 47], [11, 263, 9, 261], [3, 269, 1, 267], [10, 115, 8, 113]]"
25708,"[[8, 117, 6, 115], [2, 103, 0, 101]]"
25709,"[[8, 164, 6, 162], [3, 216, 1, 214], [1, 99, -1, 97], [7, 264, 5, 262], [15, 147, 13, 145], [16, 209, 14, 207]]"
25710,"[[15, 250, 13, 248], [4, 291, 2, 289], [14, 47, 12, 45], [12, 247, 10, 245], [1, 208, -1, 206], [5, 168, 3, 166], [12, 212, 10, 210], [3, 81, 1, 79], [17, 106, 15, 104]]"
25711,"[[4, 59, 2, 57]]"
25712,"[[1, 33, -1, 31], [0, 43, -2, 41], [0, 106, -2, 104], [2, 32, 0, 30], [2, 204, 0, 202], [0, 179, -2, 177]]"
25713,"[[4, 292, 2, 290]]"
25714,"[[4, 249, 2, 247], [2, 69, 0, 67], [5, 281, 3, 279], [7, 251, 5, 249], [2, 244, 0, 242], [8, 97, 6, 95], [3, 102, 1, 100], [10, 197, 8, 195], [6, 283, 4, 281]]"
25715,"[[4, 228, 2, 226], [10, 79, 8, 77], [6, 148, 4, 146], [8, 288, 6, 286], [4, 283, 2, 281]]"
25716,"[[2, 283, 0, 281], [15, 229, 13, 227], [7, 85, 5, 83], [15, 270, 13, 268]]"
25717,"[[6, 257, 4, 255], [3, 7, 1, 5], [2, 280, 0, 278], [0, 12, -2, 10], [2, 146, 0, 144]]"
25718,[]
25719,"[[16, 136, 14, 134], [6, 237, 4, 235]]"
25720,"[[5, 95, 3, 93], [5, 100, 3, 98], [10, 47, 8, 45], [9, 101, 7, 99]]"
25721,"[[16, 288, 14, 286]]"
25722,"[[1, 276, -1, 274], [4, 252, 2, 250], [2, 72, 0, 70]]"
25723,[]
25724,"[[4, 213, 2, 211], [4, 235, 2, 233], [2, 144, 0, 142], [2, 140, 0, 138], [2, 252, 0, 250], [4, 261, 2, 259], [2, 85, 0, 83], [3, 39, 1, 37], [2, 121, 0, 119]]"
25725,"[[7, 298, 5, 296], [12, 59, 10, 57], [10, 44, 8, 42], [7, 19, 5, 17], [7, 231, 5, 229], [11, 4, 9, 2], [3, 208, 1, 206], [9, 111, 7, 109]]"
25726,"[[0, 164, -2, 162], [2, 103, 0, 101], [1, 199, -1, 197], [2, 93, 0, 91], [1, 5, -1, 3], [1, 284, -1, 282], [2, 255, 0, 253], [1, 6, -1, 4]]"
25727,"[[10, 188, 8, 186], [5, 237, 3, 235], [9, 285, 7, 283], [2, 4, 0, 2], [13, 144, 11, 142], [1, 126, -1, 124], [13, 122, 11, 120], [8, 35, 6, 33]]"
25728,"[[4, 104, 2, 102], [4, 64, 2, 62]]"
25729,"[[16, 290, 14, 288], [10, 47, 8, 45], [6, 262, 4, 260], [17, 109, 15, 107]]"
25730,"[[7, 260, 5, 258], [0, 136, -2, 134], [1, 158, -1, 156], [3, 142, 1, 140], [2, 264, 0, 262], [1, 269, -1, 267], [6, 63, 4, 61]]"
25731,[]
25732,"[[5, 103, 3, 101], [2, 189, 0, 187], [5, 45, 3, 43], [1, 111, -1, 109], [3, 238, 1, 236], [3, 115, 1, 113], [1, 98, -1, 96]]"
25733,"[[9, 263, 7, 261], [4, 212, 2, 210], [0, 177, -2, 175], [10, 95, 8, 93], [9, 49, 7, 47]]"
25734,"[[3, 280, 1, 278]]"
25735,"[[5, 165, 3, 163], [1, 280, -1, 278], [3, 89, 1, 87]]"
25736,"[[11, 116, 9, 114], [14, 188, 12, 186]]"
25737,"[[2, 202, 0, 200], [0, 67, -2, 65], [5, 275, 3, 273], [4, 207, 2, 205], [0, 65, -2, 63], [1, 273, -1, 271]]"
25738,"[[2, 30, 0, 28], [1, 204, -1, 202], [3, 102, 1, 100]]"
25739,"[[6, 158, 4, 156], [0, 162, -2, 160]]"
25740,"[[4, 170, 2, 168], [5, 250, 3, 248], [3, 186, 1, 184]]"
25741,"[[4, 25, 2, 23], [3, 114, 1, 112], [5, 20, 3, 18], [3, 275, 1, 273], [4, 143, 2, 141]]"
25742,"[[6, 209, 4, 207], [6, 10, 4, 8], [0, 53, -2, 51], [2, 96, 0, 94], [4, 44, 2, 42]]"
25743,"[[8, 274, 6, 272], [3, 205, 1, 203], [0, 9, -2, 7], [2, 204, 0, 202], [14, 69, 12, 67], [16, 189, 14, 187], [0, 270, -2, 268], [2, 199, 0, 197]]"
25744,"[[2, 17, 0, 15], [1, 202, -1, 200]]"
25745,"[[16, 191, 14, 189], [15, 216, 13, 214], [16, 294, 14, 292], [4, 194, 2, 192], [9, 56, 7, 54], [1, 110, -1, 108], [6, 127, 4, 125]]"
25746,"[[0, 54, -2, 52], [4, 221, 2, 219], [1, 148, -1, 146], [4, 173, 2, 171]]"
25747,"[[0, 126, -2, 124], [3, 184, 1, 182], [2, 104, 0, 102], [5, 24, 3, 22], [4, 73, 2, 71], [5, 139, 3, 137], [3, 122, 1, 120], [1, 298, -1, 296], [3, 168, 1, 166], [1, 32, -1, 30]]"
25748,"[[9, 125, 7, 123], [8, 167, 6, 165]]"
25749,"[[0, 204, -2, 202], [0, 24, -2, 22], [8, 292, 6, 290], [1, 38, -1, 36]]"
25750,"[[1, 150, -1, 148], [4, 216, 2, 214], [0, 230, -2, 228], [3, 138, 1, 136], [3, 242, 1, 240]]"
25751,"[[8, 172, 6, 170], [17, 81, 15, 79], [9, 260, 7, 258], [1, 285, -1, 283], [13, 29, 11, 27], [15, 259, 13, 257], [10, 195, 8, 193], [8, 177, 6, 175]]"
25752,"[[5, 70, 3, 68], [5, 190, 3, 188]]"
25753,[]
25754,"[[7, 23, 5, 21], [4, 300, 2, 298], [10, 120, 8, 118], [10, 292, 8, 290], [15, 247, 13, 245], [14, 288, 12, 286], [15, 294, 13, 292], [1, 227, -1, 225], [10, 57, 8, 55], [12, 251, 10, 249]]"
25755,"[[3, 146, 1, 144], [0, 17, -2, 15], [0, 225, -2, 223], [1, 63, -1, 61], [1, 276, -1, 274], [3, 42, 1, 40], [3, 73, 1, 71], [0, 119, -2, 117]]"
25756,"[[10, 294, 8, 292], [0, 99, -2, 97], [12, 199, 10, 197], [14, 213, 12, 211], [9, 247, 7, 245], [12, 72, 10, 70], [1, 174, -1, 172], [3, 231, 1, 229], [9, 74, 7, 72], [0, 10, -2, 8]]"
25757,[]
25758,"[[0, 149, -2, 147], [5, 142, 3, 140], [2, 295, 0, 293]]"
25759,"[[4, 240, 2, 238], [1, 285, -1, 283]]"
25760,"[[15, 194, 13, 192], [14, 111, 12, 109], [3, 106, 1, 104], [2, 19, 0, 17], [10, 8, 8, 6]]"
25761,"[[4, 87, 2, 85], [4, 269, 2, 267], [7, 153, 5, 151], [4, 195, 2, 193], [0, 2, -2, 0], [5, 240, 3, 238], [5, 257, 3, 255]]"
25762,"[[8, 293, 6, 291], [10, 109, 8, 107], [7, 249, 5, 247], [8, 252, 6, 250], [0, 23, -2, 21], [0, 53, -2, 51], [8, 43, 6, 41], [10, 224, 8, 222], [0, 47, -2, 45], [6, 300, 4, 298]]"
25763,"[[11, 81, 9, 79]]"
25764,"[[4, 78, 2, 76], [3, 140, 1, 138], [0, 208, -2, 206]]"
25765,"[[9, 193, 7, 191], [1, 258, -1, 256], [1, 136, -1, 134], [5, 188, 3, 186], [10, 195, 8, 193], [4, 99, 2, 97], [1, 189, -1, 187]]"
25766,"[[2, 41, 0, 39], [1, 11, -1, 9]]"
25767,"[[5, 258, 3, 256], [5, 29, 3, 27], [8, 268, 6, 266], [1, 7, -1, 5]]"
25768,"[[3, 244, 1, 242], [1, 38, -1, 36], [0, 213, -2, 211], [7, 300, 5, 298], [9, 246, 7, 244], [10, 248, 8, 246], [6, 109, 4, 107]]"
25769,"[[1, 277, -1, 275], [6, 283, 4, 281], [3, 298, 1, 296], [4, 15, 2, 13], [5, 49, 3, 47]]"
25770,"[[10, 120, 8, 118], [6, 298, 4, 296], [9, 190, 7, 188], [1, 269, -1, 267], [1, 85, -1, 83]]"
25771,"[[3, 236, 1, 234], [5, 209, 3, 207], [8, 197, 6, 195], [8, 160, 6, 158], [6, 261, 4, 259], [0, 236, -2, 234], [0, 186, -2, 184], [8, 291, 6, 289], [7, 200, 5, 198], [3, 199, 1, 197]]"
25772,"[[1, 207, -1, 205], [4, 30, 2, 28], [4, 223, 2, 221], [1, 294, -1, 292], [4, 130, 2, 128], [4, 97, 2, 95], [3, 20, 1, 18], [0, 28, -2, 26]]"
25773,"[[15, 244, 13, 242], [14, 52, 12, 50], [7, 185, 5, 183], [8, 91, 6, 89]]"
25774,"[[2, 260, 0, 258], [0, 107, -2, 105]]"
25775,"[[0, 66, -2, 64], [10, 119, 8, 117]]"
25776,"[[3, 60, 1, 58], [2, 89, 0, 87], [1, 126, -1, 124], [3, 151, 1, 149]]"
25777,"[[5, 27, 3, 25], [4, 196, 2, 194], [2, 147, 0, 145], [1, 197, -1, 195]]"
25778,[]
25779,"[[8, 166, 6, 164], [0, 186, -2, 184], [7, 178, 5, 176]]"
25780,"[[4, 227, 2, 225], [0, 193, -2, 191], [2, 156, 0, 154], [5, 76, 3, 74], [5, 115, 3, 113]]"
25781,"[[4, 44, 2, 42], [3, 242, 1, 240], [1, 56, -1, 54], [4, 167, 2, 165], [1, 184, -1, 182], [3, 172, 1, 170], [2, 47, 0, 45], [2, 296, 0, 294], [3, 101, 1, 99], [1, 3, -1, 1]]"
25782,"[[10, 66, 8, 64], [12, 116, 10, 114], [8, 93, 6, 91], [8, 50, 6, 48]]"
25783,"[[15, 37, 13, 35], [16, 191, 14, 189], [17, 39, 15, 37], [8, 215, 6, 213], [4, 250, 2, 248], [15, 263, 13, 261], [17, 130, 15, 128], [4, 90, 2, 88], [2, 297, 0, 295], [1, 233, -1, 231]]"
25784,"[[5, 162, 3, 160], [1, 120, -1, 118], [7, 276, 5, 274], [4, 212, 2, 210], [0, 234, -2, 232], [6, 29, 4, 27], [6, 99, 4, 97], [7, 211, 5, 209], [0, 49, -2, 47]]"
25785,"[[4, 217, 2, 215], [13, 228, 11, 226], [3, 153, 1, 151]]"
25786,"[[5, 116, 3, 114], [4, 181, 2, 179], [1, 182, -1, 180], [7, 228, 5, 226], [2, 128, 0, 126], [2, 7, 0, 5], [1, 143, -1, 141], [1, 141, -1, 139], [5, 240, 3, 238]]"
25787,"[[6, 40, 4, 38], [11, 132, 9, 130], [8, 129, 6, 127], [11, 182, 9, 180], [11, 36, 9, 34], [7, 83, 5, 81], [2, 197, 0, 195], [6, 300, 4, 298], [6, 58, 4, 56]]"
25788,"[[8, 290, 6, 288], [0, 23, -2, 21], [1, 176, -1, 174], [11, 85, 9, 83], [1, 126, -1, 124], [13, 94, 11, 92], [6, 247, 4, 245], [9, 90, 7, 88], [8, 39, 6, 37], [0, 193, -2, 191]]"
25789,"[[8, 216, 6, 214], [12, 277, 10, 275], [3, 179, 1, 177], [16, 6, 14, 4], [7, 20, 5, 18], [16, 216, 14, 214], [5, 205, 3, 203], [14, 236, 12, 234], [4, 250, 2, 248]]"
25790,"[[1, 272, -1, 270]]"
25791,[]
25792,"[[4, 258, 2, 256], [8, 176, 6, 174], [1, 7, -1, 5], [6, 257, 4, 255], [6, 256, 4, 254], [3, 101, 1, 99], [3, 207, 1, 205]]"
25793,"[[9, 197, 7, 195], [6, 169, 4, 167], [15, 26, 13, 24], [10, 276, 8, 274], [4, 72, 2, 70], [15, 69, 13, 67], [7, 177, 5, 175], [9, 279, 7, 277], [5, 236, 3, 234], [16, 114, 14, 112]]"
25794,"[[1, 124, -1, 122], [0, 88, -2, 86], [1, 273, -1, 271]]"
25795,"[[4, 241, 2, 239], [7, 63, 5, 61], [3, 30, 1, 28], [0, 238, -2, 236], [7, 160, 5, 158], [1, 294, -1, 292], [0, 117, -2, 115], [2, 51, 0, 49]]"
25796,[]
25797,"[[16, 3, 14, 1], [9, 94, 7, 92], [9, 8, 7, 6], [17, 180, 15, 178], [16, 53, 14, 51], [18, 285, 16, 283]]"
25798,"[[0, 22, -2, 20]]"
25799,"[[2, 9, 0, 7], [4, 35, 2, 33], [10, 289, 8, 287], [11, 188, 9, 186]]"
25800,"[[6, 169, 4, 167], [2, 152, 0, 150], [2, 5, 0, 3]]"
25801,"[[0, 36, -2, 34], [1, 118, -1, 116], [1, 263, -1, 261], [2, 149, 0, 147], [5, 79, 3, 77], [4, 71, 2, 69]]"
25802,"[[6, 62, 4, 60], [2, 81, 0, 79], [4, 120, 2, 118], [6, 250, 4, 248], [4, 174, 2, 172], [3, 130, 1, 128], [1, 138, -1, 136], [3, 29, 1, 27]]"
25803,"[[3, 177, 1, 175], [1, 253, -1, 251], [0, 75, -2, 73], [3, 294, 1, 292], [5, 225, 3, 223], [1, 173, -1, 171], [4, 118, 2, 116], [5, 144, 3, 142], [0, 126, -2, 124]]"
25804,"[[1, 172, -1, 170]]"
25805,"[[9, 289, 7, 287], [14, 52, 12, 50], [3, 96, 1, 94], [9, 197, 7, 195], [1, 121, -1, 119], [6, 177, 4, 175], [15, 3, 13, 1]]"
25806,"[[6, 262, 4, 260]]"
25807,"[[2, 53, 0, 51], [7, 289, 5, 287], [5, 280, 3, 278], [0, 102, -2, 100], [1, 288, -1, 286]]"
25808,"[[11, 264, 9, 262], [7, 97, 5, 95], [2, 35, 0, 33], [12, 189, 10, 187], [15, 159, 13, 157], [15, 79, 13, 77], [6, 252, 4, 250]]"
25809,"[[1, 21, -1, 19], [2, 220, 0, 218], [0, 281, -2, 279], [2, 62, 0, 60], [4, 67, 2, 65], [3, 161, 1, 159]]"
25810,"[[3, 165, 1, 163], [6, 112, 4, 110], [1, 35, -1, 33], [8, 38, 6, 36], [3, 151, 1, 149]]"
25811,"[[0, 178, -2, 176], [0, 123, -2, 121], [4, 261, 2, 259]]"
25812,"[[3, 236, 1, 234], [4, 4, 2, 2], [2, 121, 0, 119], [4, 286, 2, 284], [4, 285, 2, 283], [6, 238, 4, 236], [3, 210, 1, 208], [2, 44, 0, 42], [4, 228, 2, 226], [1, 248, -1, 246]]"
25813,"[[3, 52, 1, 50], [4, 68, 2, 66], [0, 66, -2, 64]]"
25814,"[[9, 56, 7, 54], [4, 283, 2, 281], [11, 17, 9, 15], [2, 56, 0, 54]]"
25815,"[[0, 275, -2, 273], [3, 232, 1, 230], [2, 94, 0, 92]]"
25816,"[[1, 137, -1, 135], [4, 50, 2, 48], [11, 117, 9, 115]]"
25817,"[[1, 138, -1, 136], [0, 196, -2, 194], [3, 111, 1, 109], [4, 185, 2, 183], [4, 132, 2, 130], [1, 236, -1, 234]]"
25818,"[[1, 22, -1, 20], [2, 29, 0, 27], [8, 261, 6, 259], [11, 56, 9, 54], [6, 114, 4, 112]]"
